['🏆'],2223
['✅'],2226
"['💕', '💕']",2228
['😂'],2229
"['🐟', '🐟', '🐟']",2231
['👏'],2235
['😏'],2260
['🤔'],2263
['🌟'],2266
['🙋'],2267
['✨'],2270
['🍜'],2271
['🙇\u200d♀️'],2273
"['🖤', '😌']",2277
['🇦🇺'],2283
['📈'],2284
['👀'],2287
"['➡', '➡', '➡']",2289
['😅'],2290
['😊'],2292
"['2️⃣', '0️⃣', '2️⃣', '0️⃣', '😬', '⚡', '👩🏻\u200d💻']",2301
['🎤'],2312
['➡️'],2313
['😂'],2319
['🤡'],2324
['😂'],2327
['🤔'],2333
"['👇🏻', '😭']",2335
"['🥳', '👉🏼']",2337
['😄'],2341
['☀️'],2342
['😂'],2346
['😩'],2347
['😂'],2352
"['⭐', '🕒', '🎤', '🎫']",2354
['😃'],2355
"['😇', '🤬']",2357
['🦉'],2359
"['💟', '😂', '✌️', '✌️', '✌️']",2360
['🏆'],2361
"['✨', '🎌', '🥰']",2367
"['❣️', '❣️', '🤤', '🦄']",2371
"['💚', '💚', '💚', '💚']",2377
"['❤️', '❤️', '❤️', '⏳']",2378
"['🚨', '🚨', '👍']",2381
['😉'],2383
['❇️'],2384
"['🥊', '🥊', '🥊']",2386
"['🥳', '🥳', '🥳']",2388
['👇🏼'],2395
['🥰'],2396
['🌦️'],2407
['🤣'],2414
"['💓', '💓']",2422
['🌟'],2425
"['🙈', '🎄']",2427
"['🍬', '👇🏻']",2431
['👇'],2433
"['🥹', '❤️', '✨']",2436
"['👇', '🌎', '🌎', '🌍', '🌍']",2440
"['🗣', '⤵️']",2444
['♥'],2445
"['🤤', '💓']",2448
"['👀', '🤩', '😎', '👏', '😂', '✅']",2457
"['🌹', '☺️', '👍', '🌸', '✨', '☺️']",2459
['🔥'],2464
['🥰'],2467
"['🔥', '👀']",2470
"['🔥', '🔥', '🔥', '🔥', '🔥']",2484
"['😱', '❗', '🔥']",2490
"['🌟', '✨', '🌱']",2491
['😩'],2495
"['😂', '👍']",2497
"['🇮🇹', '🔥']",2498
"['🤣', '🤣']",2504
"['💯', '👌', '✊', '🙏']",2513
['👀'],2523
['🍴'],2531
['🙃'],2533
['❤'],2541
['‼️'],2547
['🎉'],2552
"['😔', '🙏', '😢']",2553
['🥰'],2555
['♻️'],2559
"['🤭', '💕']",2565
['💗'],2566
"['💦', '😅']",2568
"['🔥', '👏']",2577
['🧐'],2586
['❤️'],2590
['🛸'],2593
"['🌶', '🍚']",2594
"['🤴', '✨', '✈']",2595
['🙂'],2598
['💦'],2603
"['🌈', '🌈', '🔥', '😆', '🌟', '💖', '🔜', '📺', '✖️', '✖️', '💁\u200d♀️']",2604
"['🤯', '🐍', '⏳']",2613
['❤'],2619
"['🐘', '⚰', '🇺🇸', '😇']",2625
['❤'],2626
['😀'],2627
"['💦', '😭']",2629
['🤗'],2630
"['🤭', '🤭', '🤭', '🤭', '🫢']",2631
"['👏', '🇨🇳', '🇵🇰']",2634
"['☀️', '✨', '✨', '✨', '✨']",2638
"['⏳', '⬇️']",2642
['🙈'],2649
['👇🏻'],2654
['😅'],2657
['😄'],2658
"['💜', '❤️']",2663
"['📢', '🖊️']",2670
"['✨', '😭', '✨', '🥳']",2671
['🥰'],2681
"['👩🏻\u200d🏫', '💕']",2683
"['🐠', '💦']",2688
['👇🏾'],2699
"['🎨', '🖍️', '🖼️', '🌆']",2703
['✨'],2707
"['👏', '🌹']",2715
['🚨'],2718
['💦'],2721
['😪'],2725
['🤗'],2727
['😍'],2745
"['🤦🏻\u200d♂️', '🤦🏻\u200d♂️', '🤦🏻\u200d♂️', '🤣', '🤣', '🤣']",2753
"['🥚', '🥰', '🥹', '⏩']",2762
['🤘🏼'],2763
['❤️'],2765
"['🌼', '🤗', '🌷']",2767
"['🙏', '💐', '🕊️']",2768
['🔥'],2770
"['🌞', '🤫']",2773
['🤗'],2777
['🍕'],2784
['🎸'],2790
['👀'],2795
"['💝', '💝', '💝']",2796
"['📢', '🔽']",2803
"['💔', '💔', '😂']",2806
['🙌'],2809
['🍴'],2815
['😊'],2829
['👉'],2832
"['😊', '😊']",2835
"['💒', '✨', '💕', '🧸', '💭', '🕰']",2840
"['🥁', '🥳']",2846
"['🤣', '🤣', '🤣']",2849
"['😭', '✨', '🥹', '🙇\u200d♀️', '🙇\u200d♀️', '🌟', '✨']",2853
"['🍡', '🍘', '🍵']",2860
['🍛'],2862
['💦'],2878
"['👉🏼', '👉🏼', '👉🏼', '👉🏼', '🎙️', '📽️']",2891
['✨'],2898
"['☑️', '☑️', '☑️', '☑️']",2899
['👀'],2910
"['🌸', '🌸']",2914
"['❄️', '❄️']",2916
['👍'],2917
['🤣'],2921
"['🤣', '💗', '☀️']",2922
"['😂', '😂']",2925
['🤍'],2931
['☺️'],2932
['🍄'],2934
['👏'],2969
"['😂', '✨']",2972
"['🌸', '💮']",2980
"['❤', '❤']",2981
"['❤', '❤']",2989
['🥹'],2990
"['😭', '😭', '😭', '😭', '😭']",2992
['🔗'],2995
"['🔥', '🗳', '⏰', '📈']",2997
"['🇧🇪', '🇯🇵']",2998
"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",2999
"['🥺', '💓', '💓', '😭', '😭']",3010
['😭'],3011
"['®', '®']",3018
['🫤'],3020
['💖'],3033
['🤍'],3038
['🔥'],3045
['😘'],3048
"['🫠', '👴', '😭', '🫠', '🫠', '😢', '🙏']",3068
['😄'],3069
"['🆕', '🌟']",3071
['😂'],3078
['💓'],3080
['🇮🇳'],3084
['😃'],3089
['❗'],3090
['👋🏼'],3093
"['🌰', '🛍', '⏰']",3095
"['✅', '✅', '✅', '✅', '✅', '✅', '✅']",3096
"['🛠', '🛠']",3097
"['😂', '👮\u200d♂️']",3099
"['👀', '👀', '👀', '✨', '✨', '✨']",3101
"['🎉', '💎']",3109
"['🔥', '🔥', '🔥']",3126
"['🤣', '🤣', '👏🏾', '👏🏾']",3128
['😃'],3134
['🖤'],3137
['😄'],3143
['🔴'],3147
['🤣'],3153
"['✅', '✅', '✅', '✅', '✅', '✅', '✅', '✅', '✅']",3155
"['❤️', '🥳']",3164
"['❄', '✨']",3170
['📸'],3184
"['😊', '❗']",3187
"['💭', '😊']",3190
['🙌'],3193
['👇'],3206
['🤧'],3213
['📹'],3224
"['💋', '👇', '👇']",3225
"['🔥', '🔥', '🙌', '✨']",3226
"['💙', '💙', '💙']",3230
['😂'],3232
"['🥺', '🥺', '🥺']",3237
['💖'],3242
['😗'],3245
